Age
81
80
33
91
93
53
82
29
81
56
105
95
90
76
88
66
69
56
78
79
63
60
61
77
80
70
85
79
48
73
82
75
47
68
87
85
46
101
77
82
70
82
70
88
76
93
67
84
76
28
76
65
85
81
94
90
90
58
64
76
84
50
98
80
86
61
71
80
96
56
46
67
87
76
70
67
68
93
90
66
92
74
73
87
86
40
75
64
62
75
71
68
83
72
75
94
75
79
72
54
64
55
80
67
83
83
84
55
84
69
63
93
90
61
71
84
70
95
76
68
77
74
72
68
75
48
97
34
72
93
80
76
89
74
53
78
94
57
28
62
54
93
88
99
80
84
65
85
100
58
76
93
85
91
55
56
82
78
61
57
93
65
48
85
84
85
85
43
72
80
81
70
85
87
72
92
62
80
69
74
59
75
74
60
56
98
54
97
74
78
93
80
70
67
93
87
59
77
87
68
77
67
72
85
71
71
89
88
79
88
91
84
70
88
64
48
105
42
78
94
105
57
78
68
36
52
79
52
90
61
36
90
36
85
69
87
77
80
80
75
75
86
81
83
94
61
105
87
60
74
84
49
70
70
50
79
84
90
89
68
16
95
76
81
66
94
82
66
77
84
70
84
60
90
81
95
42
90
91
66
79
71
76
66
55
82
60
71
81
94
65
64
84
94
102
100
79
47
40
65
79
87
86
75
88
95
70
88
80
94
82
57
80
98
85
71
77
94
57
63
76
85
104
63
100
70
76
79
80
84
68
69
84
102
11
86
78
40
84
75
69
80
80
78
69
89
75
83
69
66
83
92
78
81
38
61
102
84
61
49
74
67
74
80
103
68
88
77
86
88
61
88
34
68
68
48
95
84
105
91
79
87
87
64
98
56
59
38
71
69
66
72
86
104
81
66
86
66
67
85
95
69
85
65
76
47
89
89
75
92
86
50
57
56
67
59
72
57
76
69
79
75
90
61
65
84
88
71
67
77
58
63
73
45
74
62
8
65
79
74
70
91
92
82
61
74
86
77
90
91
91
56
73
93
60
84
91
91
78
84
105
65
59
66
90
66
85
77
61
95
74
81
57
77
88
66
91
92
95
79
93
75
78
68
103
59
92
59
77
78
75
80
91
67
46
87
81
84
66
93
95
78
88
74
87
103
59
55
53
56
53
79
105
88
86
55
78
94
80
75
54
28
31
84
85
93
72
73
86
67
63
85
93
82
56
81
50
80
59
69
28
83
92
81
79
83
77
73
82
36
73
48
56
71
61
78
75
81
105
80
94
97
59
76
85
71
74
77
72
75
82
83
76
93
82
65
61
65
33
86
49
88
77
65
57
83
91
74
83
50
79
76
48
81
28
80
78
83
40
86
69
90
86
90
79
80
75
72
50
62
87
49
81
88
78
94
93
59
67
58
104
92
98
71
81
83
73
55
59
77
62
66
78
72
47
55
80
68
87
73
63
84
92
91
79
80
77
51
92
81
79
93
90
90
77
92
65
103
89
62
86
28
66
56
81
62
74
96
99
53
90
65
65
64
65
79
66
68
83
88
80
58
78
68
79
83
93
89
71
94
83
92
104
76
87
62
75
77
70
77
87
83
70
80
7
66
72
64
66
65
68
91
83
84
88
97
67
65
60
61
67
81
90
59
66
85
73
77
77
75
69
79
80
94
83
56
84
80
105
71
75
56
79
54
50
65
59
77
84
17
41
82
74
93
65
90
72
69
78
94
91
64
62
61
80
85
70
75
75
67
75
81
82
49
66
94
69
73
73
93
65
77
58
26
52
82
95
67
70
66
63
77
105
68
77
95
90
90
78
68
74
67
55
66
81
75
87
80
95
79
65
78
66
59
75
68
76
58
69
55
78
76
84
94
64
71
81
72
70
84
61
69
89
97
74
84
71
29
65
78
70
81
89
46
93
93
84
81
90
48
77
90
68
68
81
77
92
67
62
78
36
72
82
77
89
76
75
88
69
78
57
67
97
74
95
75
55
68
84
46
86
91
71
83
52
74
5
92
73
83
86
47
95
90
59
89
78
82
67
82
71
70
76
81
97
88
57
72
69
65
47
93
68
82
95
58
86
80
82
71
55
77
84
76
76
69
88
73
87
72
86
83
88
85
81
76
84
93
72
59
77
67
94
84
76
94
84
51
55
68
70
90
86
77
104
59
91
66
90
57
55
95
64
85
66
55
89
94
93
85
94
79
94
81
87
62
87
70
80
67
81
94
78
73
59
83
44
68
56
82
83
82
81
52
89
61
76
58
84
86
